bool_band,161
bool_bor,171
bool_impl,184
bool_neg,165
bool_xor,170
append,323
list_compress,46414
list_concat,296
drop,507
even_parity,333
list_filter,timeout
list_fst,233
hd,201
incify,453
last,256
length,220
map,584
list_map_big,timeout
list_map_big,timeout
list_nth,849
rev,567
rev,368
rev,316
snoc,264
list_sort_sorted_insert,350
list_sorted_insert,4293
stutter,224
sum,344
tl,194
take,5541
list_tuple_sum,332
list_tuple_swap,224
unzip,204
div2,225
iseven,206
max,215
pred,164
sum,220
