bool_band,166
bool_bor,166
bool_impl,163
bool_neg,157
bool_xor,166
append,329
list_compress,51605
list_concat,299
drop,558
even_parity,352
list_filter,526
list_fst,229
hd,190
incify,242
last,273
length,222
map,288
list_map_big,291
list_map_big,299
list_nth,957
rev,582
rev,369
rev,337
snoc,259
list_sort_sorted_insert,354
list_sorted_insert,4715
stutter,230
sum,340
tl,215
take,458
list_tuple_sum,336
list_tuple_swap,226
unzip,209
div2,226
iseven,205
max,209
pred,161
sum,216
